mutation_rate,avg_protein,max_protein,std_dev,avg_duration
0.01,1431.3,1431.3,0.0,7.084302716597449
0.05,1431.3,1431.3,0.0,7.841774884400365
0.1,1423.56,1431.3,6.844735203059369,8.961914853200142
0.2,1377.4199999999998,1387.3999999999999,5.428959384633448,8.715752381799394
0.4,1321.56,1348.8,24.284365340687874,9.338766405799834
